Address,Date,Guest_review,Hotel_name,Max_price,Price,Star_rating
"425 Summer St,Boston,MA",3Dec,4.4,The Westin Boston Waterfront,"Rs23,357","Rs9,703",4 stars
"47 Huntington Ave,Boston,MA",3Dec,4.2,Copley Square Hotel,"Rs13,589","Rs10,192",4 stars
"154 Berkeley Street,Boston,MA",3Dec,4.6,Loews Boston Hotel,"Rs31,792","Rs17,879",4 stars
"575 Memorial Drive,Boston,MA",3Dec,4.0,"Hyatt Regency Cambridge, Overlooking Boston","Rs23,340","Rs8,947",4 stars
"200 Stuart St,Boston,MA",3Dec,4.4,Revere Hotel Boston Common,"Rs11,958","Rs11,958",4 stars
"101 Harborside Drive,Boston,MA",3Dec,4.4,Hyatt Regency Boston Harbor,"Rs18,139","Rs10,234",4 stars
"155 Portland St,Boston,MA",3Dec,4.4,Kimpton Onyx Hotel,"Rs9,310","Rs9,309",4 stars
"70 Third Avenue,Boston,MA",3Dec,4.1,The Westin Waltham-Boston,"Rs18,789","Rs12,288",4 stars
"35 South Huntington Avenue,Boston,MA",3Dec,3.5,Global Luxury Suites at Mission Hill,"Rs11,323","Rs10,160",4 stars
"101 Canal Street,Boston,MA",3Dec,4.8,Canal Street Apartments by Stay Alfred,"Rs9,622","Rs9,622",4 stars
"296 State St,Boston,MA",3Dec,4.4,Boston Marriott Long Wharf,"Rs27,892","Rs10,988",4 stars
"107 Merrimac St,Boston,MA",3Dec,4.4,The Boxer,"Rs11,638","Rs10,241",4 stars
"50 Lewis Street,Boston,MA",3Dec,3.5,Evolve East Boston,"Rs15,539","Rs13,208",4 stars
"90 Tremont St,Boston,MA",3Dec,4.6,Kimpton Nine Zero Hotel,"Rs29,842","Rs12,938",4 stars
"Two Cambridge Center, 50 Broadway,Boston,MA",3Dec,4.3,Boston Marriott Cambridge,"Rs33,093","Rs12,939",4 stars
"220 Alewife Brook Parkway,Boston,MA",3Dec,4.3,Freepoint,"Rs9,432","Rs8,269",4 stars
"60 School St,Boston,MA",3Dec,4.2,Boston Omni Parker House Hotel,"Rs9,037","Rs9,037",4 stars
"350 Third Street,Boston,MA",3Dec,3.8,Global Luxury Suites at Kendall West,"Rs9,426","Rs8,457",4 stars
"110 Huntington Ave,Boston,MA",3Dec,4.3,Boston Marriott Copley Place,"Rs25,942","Rs9,298",4 stars
"10 Huntington Ave,Boston,MA",3Dec,4.4,"The Westin Copley Place, Boston","Rs42,195","Rs11,963",4 stars
"660 Washington St,Boston,MA",3Dec,3.8,Washington St Apartment by Stay Alfred,"Rs10,662","Rs10,662",4 stars
"505 Washington Street,Boston,MA",3Dec,4.6,The Godfrey Hotel Boston,"Rs9,889","Rs9,888",4 stars
"25 Edwin H. Land Blvd,Boston,MA",3Dec,4.6,Kimpton Marlowe Hotel,"Rs10,350","Rs10,349",4 stars
"2027 Massachusetts Ave,Boston,MA",3Dec,4.8,"The Inn at Hastings Park, Relais & Châteaux","Rs23,730","Rs17,343",4 stars
"20 Sidney Street,Boston,MA",3Dec,4.3,Le Meridien Cambridge-MIT,"Rs8,787","Rs8,787",4 stars
"198 West Brookline Street,Boston,MA",3Dec,5.0,Clarendon Square Bed & Breakfast,"Rs19,179","Rs12,223",4 stars
"85 Seaport Boulevard,Boston,MA",3Dec,4.2,Apartments in Watermark Seaport by LYX,"Rs15,072","Rs15,072",3.5 stars
"15 Middlesex Canal Park,Boston,MA",3Dec,4.3,Crowne Plaza Boston - Woburn,"Rs10,597","Rs8,387",3.5 stars
"550 Winter Street,Boston,MA",3Dec,4.6,Embassy Suites Boston Waltham,"Rs12,767","Rs8,777",3.5 stars
"21 Monument Street,Boston,MA",3Dec,4.8,North Bridge Inn,"Rs13,003","Rs11,036",3.5 stars
"315 A Street,Boston,MA",3Dec,5.0,A Street Apartment By Stay Alfred,"Rs15,799","Rs15,799",3.5 stars
"5 Blossom Street,Boston,MA",3Dec,3.9,Wyndham Boston Beacon Hill,"Rs18,789","Rs10,337",3.5 stars
"32 Garrison Street,Boston,MA",3Dec,4.2,Garrison Street Apartment by Stay  Alfred,"Rs16,644","Rs8,062",3.5 stars
"399 Grove St,Boston,MA",3Dec,4.1,Hotel Indigo Boston - Newton Riverside,"Rs12,288","Rs7,737",3.5 stars
"207 Porter St,Boston,MA",3Dec,4.2,Embassy Suites Boston Logan Airport,"Rs12,938","Rs9,203",3.5 stars
"58 Washington St,Boston,MA",3Dec,4.6,Harbor Light Inn,"Rs13,588","Rs13,588",3.5 stars
"821 Washington Street,Boston,MA",3Dec,4.2,DoubleTree by Hilton Boston - Downtown,"Rs19,439","Rs10,337",3.5 stars
"19 Banks Street St,Boston,MA",3Dec,2.9,The Cambridge Karma House,"Rs12,383","Rs12,383",3.5 stars
"400 Soldiers Field Road,Boston,MA",3Dec,4.4,DoubleTree Suites by Hilton Hotel Boston - Cambridge,"Rs19,439","Rs9,037",3.5 stars
"7 Summer St,Boston,MA",3Dec,4.1,The Salem Inn,"Rs10,467","Rs10,467",3.5 stars
"2 Forbes Rd,Boston,MA",3Dec,4.1,Hilton Boston/Woburn,"Rs10,337","Rs10,337",3.5 stars
"342 Longwood Ave,Boston,MA",3Dec,3.9,The Inn at Longwood Medical,"Rs13,588","Rs12,288",3.5 stars
"225 Derby St,Boston,MA",3Dec,4.3,Salem Waterfront Hotel & Suites,"Rs8,135","Rs8,135",3.5 stars
"10 Acorn Park Drive,Boston,MA",3Dec,4.5,AC Hotel by Marriott Boston Cambridge,"Rs17,490","Rs7,737",3.5 stars
"100 Cabot St,Boston,MA",3Dec,4.0,Sheraton Needham Hotel,"Rs14,238","Rs6,024",3.5 stars
"65 Seaport Blvd,Boston,MA",3Dec,4.2,YOTEL Boston,"Rs10,337","Rs10,337",3.5 stars
"238 Andover St,Boston,MA",3Dec,4.3,TownePlace Suites by Marriott Boston North Shore/Danvers,"Rs7,087","Rs6,437",3.5 stars
"18 Washington Square W,Boston,MA",3Dec,4.4,Hawthorne Hotel,"Rs8,477","Rs7,606",3.5 stars
"25 Allied Drive,Boston,MA",3Dec,4.0,Hilton Boston/Dedham,"Rs11,638","Rs9,037",3.5 stars
"99 Saint Botolph St,Boston,MA",3Dec,4.5,The Inn At St Botolph,"Rs29,842","Rs11,289",3.5 stars
"50 Forbes Road,Boston,MA",3Dec,4.2,Hyatt Place Boston/Braintree,"Rs7,230","Rs6,145",3.5 stars
"1 Remington St,Boston,MA",3Dec,4.5,Hotel Veritas,"Rs11,358","Rs9,031",3.5 stars
"50 Ferncroft Rd,Boston,MA",3Dec,3.7,DoubleTree by Hilton Boston North Shore,"Rs10,988","Rs9,687",3.5 stars
"1 Audubon Road,Boston,MA",3Dec,3.9,Four Points by Sheraton Wakefield Boston Htl&Conference Cntr,"Rs8,777","Rs7,087",3.5 stars
"95 Station Landing,Boston,MA",3Dec,4.7,AC Hotel by Marriott Boston North,"Rs17,490","Rs8,062",3.5 stars
"1125 Boston Providence Turnpike,Boston,MA",3Dec,4.4,Four Points By Sheraton Norwood,"Rs10,988","Rs9,687",3.5 stars
"777 Memorial Dr,Boston,MA",3Dec,4.0,Courtyard by Marriott Boston-Cambridge,"Rs18,140","Rs8,388",3.5 stars
"264 Pleasant Street,Boston,MA",3Dec,4.8,The Marblehead Inn,"Rs15,929","Rs14,628",3.5 stars
"1271 Boylston St,Boston,MA",3Dec,4.5,The Verb Hotel,"Rs6,111","Rs6,111",3.5 stars
"8A Centennial Drive,Boston,MA",3Dec,4.2,Boston Marriott Peabody,"Rs10,338","Rs7,542",3.5 stars
"660 Washington St.,Boston,MA",3Dec,3.8,Global Luxury Suites at China Town,"Rs13,285","Rs11,919",3.5 stars
"One Burlington Mall Road,Boston,MA",3Dec,4.4,Boston Marriott Burlington,"Rs15,994","Rs9,882",3.5 stars
"241 Hanover Street,Boston,MA",3Dec,4.3,Bricco Suites,"Rs16,494","Rs13,588",3.5 stars
"1000 Marriot Dr,Boston,MA",3Dec,4.2,Boston Marriott Quincy,"Rs13,783","Rs10,988",3.5 stars
"320 Washington Street,Boston,MA",3Dec,3.7,Crowne Plaza Boston - Newton,"Rs10,988","Rs7,477",3.5 stars
"3 Mckinley Square,Boston,MA",3Dec,4.7,"Marriott Vacation Club Pulse at Custom House, Boston","Rs36,344","Rs15,539",3.5 stars
"2345 Commonwealth Avenue,Boston,MA",3Dec,4.0,Boston Marriott Newton,"Rs8,582","Rs7,295",3.5 stars
"1834 Revere Beach Pkwy,Boston,MA",3Dec,4.5,"enVision Hotel Boston - Everett, an Ascend Collection Member","Rs7,129","Rs7,129",3.5 stars
"44 Middlesex Tpke,Boston,MA",3Dec,4.4,DoubleTree by Hilton Boston - Bedford Glen,"Rs14,238","Rs8,790",3.5 stars
"350 Third Street,Boston,MA",3Dec,3.5,Apartments in Watermark Kendall by LYX,"Rs16,189","Rs14,442",3.5 stars
"275 Tremont St,Boston,MA",3Dec,4.0,Courtyard by Marriott Boston Downtown,"Rs27,892","Rs10,338",3.5 stars
"88 Exeter St,Boston,MA",3Dec,4.2,Courtyard by Marriott Boston Copley Square,"Rs28,542","Rs9,232",3 stars
"315 Mishawum Rd,Boston,MA",3Dec,4.1,Holiday Inn Express Boston North-Woburn,"Rs9,102","Rs8,582",3 stars
"48 Monument Square,Boston,MA",3Dec,4.2,Concord's Colonial Inn,"Rs16,839","Rs10,027",3 stars
"295 Hale Street,Boston,MA",3Dec,4.0,The Wylie Inn and Conference Center at Endicott College,"Rs9,037","Rs7,230",3 stars
"655 Boylston St,Boston,MA",3Dec,4.2,Charlesmark Hotel,"Rs13,473","Rs10,027",3 stars
"85 American Legion Hwy,Boston,MA",3Dec,4.3,Comfort Inn & Suites Logan International Airport,"Rs7,129","Rs7,129",3 stars
"11 Old Concord Rd,Boston,MA",3Dec,4.5,Sonesta ES Suites Burlington Boston,"Rs13,588","Rs9,687",3 stars
"300 River Ridge Dr,Boston,MA",3Dec,4.2,Courtyard by Marriott Boston Norwood/Canton,"Rs10,662","Rs6,697",3 stars
"200 Technology Center Dr,Boston,MA",3Dec,4.3,Courtyard by Marriott Boston Stoughton,"Rs9,038","Rs7,152",3 stars
"1200 Beacon St,Boston,MA",3Dec,3.3,Holiday Inn Boston-Brookline,"Rs26,591","Rs5,721",3 stars
"239 W Newton St,Boston,MA",3Dec,3.7,Copley House,"Rs8,777","Rs7,899",3 stars
"280 Friend Street,Boston,MA",3Dec,3.9,Holiday Inn Express Hotel & Suites Boston Garden,"Rs23,991","Rs10,077",3 stars
"125 Brookline Ave,Boston,MA",3Dec,4.6,Residence Inn by Marriott Boston Back Bay/Fenway,"Rs13,719","Rs10,975",3 stars
"270 Concord Rd,Boston,MA",3Dec,4.2,Courtyard by Marriott Boston Billerica/Bedford,"Rs14,239","Rs10,988",3 stars
"645 Beacon St,Boston,MA",3Dec,3.9,Boston Hotel Buckminster,"Rs10,337","Rs9,304",3 stars
"185 State St,Boston,MA",3Dec,4.2,Harborside Inn Of Boston,"Rs10,084","Rs7,505",3 stars
"287 Crescent Street,Boston,MA",3Dec,4.5,Crescent Suites Hotel,"Rs13,328","Rs11,919",3 stars
"140 Clarendon St,Boston,MA",3Dec,3.9,Hotel 140,"Rs23,991","Rs9,397",3 stars
"55 Ariadne Rd,Boston,MA",3Dec,3.7,Holiday Inn Boston - Dedham Hotel & Conference Center,"Rs7,737","Rs5,786",3 stars
"1374 N Main Street,Boston,MA",3Dec,3.7,Comfort Inn Randolph-Boston,"Rs5,851","Rs5,851",3 stars
"1 Newbury St,Boston,MA",3Dec,3.7,Holiday Inn Hotel & Suites Boston - Peabody,"Rs7,087","Rs5,136",3 stars
"30 Eastern Avenue,Boston,MA",3Dec,4.6,TownePlace Suites Boston Logan Airport/Chelsea,"Rs11,963","Rs7,737",3 stars
"30 Washington Street,Boston,MA",3Dec,4.2,Holiday Inn Boston Bunker Hill Area,"Rs7,087","Rs6,024",3 stars
"2 Van De Graaff Dr,Boston,MA",3Dec,4.6,HYATT house Boston/Burlington,"Rs16,615","Rs10,438",3 stars
"43 Newbury St./Route 1 North,Boston,MA",3Dec,4.5,SpringHill Suites by Marriott Boston Peabody,"Rs6,567","Rs5,254",3 stars
"261 Newbury St,Boston,MA",3Dec,4.5,Newbury Guest House,"Rs15,539","Rs12,550",3 stars
"64 University Avenue,Boston,MA",3Dec,4.8,Courtyard by Marriott Boston Dedham/Westwood,"Rs8,778","Rs8,778",3 stars
"50 Amory Street (unit 2),Boston,MA",3Dec,3.9,Chez Pat in Cambridge,"Rs10,406","Rs10,406",3 stars
"225 William F. McClellan Highway,Boston,MA",3Dec,4.0,Courtyard by Marriott Boston Logan Airport,"Rs15,539","Rs8,258",3 stars
"400 District Avenue,Boston,MA",3Dec,5.0,Residence Inn by Marriott Boston Burlington,"Rs9,688","Rs9,688",3 stars
"225 Norwood Park S,Boston,MA",3Dec,4.5,Holiday Inn Express & Suites Norwood-Boston Area,"Rs8,777","Rs7,022",3 stars
"5 Wheeler Rd,Boston,MA",3Dec,4.3,Hilton Garden Inn Boston/Burlington,"Rs13,588","Rs9,687",3 stars
"387 Winter St,Boston,MA",3Dec,4.4,Courtyard by Marriott Boston Waltham,"Rs17,490","Rs9,298",3 stars
"145 Beech St,Boston,MA",3Dec,4.6,Homewood Suites by Hilton Boston Logan Airport Chelsea,"Rs8,234","Rs8,234",3 stars
"40 Webster St,Boston,MA",3Dec,4.0,Courtyard by Marriott Boston Brookline,"Rs10,467","Rs10,466",3 stars
"215 Monsignor O'Brien Highway,Boston,MA",3Dec,4.5,Fairfield Inn & Suites Boston Cambridge,"Rs14,563","Rs8,388",3 stars
"116 Riverside Ave,Boston,MA",3Dec,4.1,Hyatt Place Boston/Medford,"Rs16,189","Rs7,968",3 stars
"201 Everett Ave,Boston,MA",3Dec,3.6,Doubletree By Hilton Boston Logan Airport Chelsea,"Rs12,288","Rs10,337",3 stars
"700 Unicorn Park Dr,Boston,MA",3Dec,4.4,Courtyard by Marriott Woburn/Boston North,"Rs8,258","Rs8,051",3 stars
"200 Maple St,Boston,MA",3Dec,4.6,Residence Inn Boston Logan Airport/Chelsea,"Rs18,140","Rs8,388",3 stars
"100 Sargent Street,Boston,MA",3Dec,4.1,Château sur Mer Bed & Breakfast,"Rs7,477","Rs6,827",3 stars
"35 Middlesex Turnpike,Boston,MA",3Dec,4.4,Homewood Suites by Hilton Boston/Billerica,"Rs10,445","Rs9,037",3 stars
"811 Massachusetts Ave,Boston,MA",3Dec,4.0,Hampton Inn & Suites Boston Crosstown Center,"Rs16,839","Rs7,737",3 stars
"34-44 Charles River Ave,Boston,MA",3Dec,4.4,Residence Inn by Marriott Boston Harbor on Tudor Wharf,"Rs18,204","Rs9,882",3 stars
"370 Congress St,Boston,MA",3Dec,4.6,Residence Inn by Marriott Boston Downtown/Seaport,"Rs29,843","Rs13,133",3 stars
"391-395 D Street,Boston,MA",3Dec,4.5,Element Boston Seaport by Westin,"Rs20,415","Rs10,337",3 stars
"401-403 D Street,Boston,MA",3Dec,4.2,Aloft Boston Seaport,"Rs19,439","Rs9,687",3 stars
"148 Washington Street,Boston,MA",3Dec,4.9,The Merchant,"Rs12,938","Rs12,938",3 stars
"727 Marrett Road - A,Boston,MA",3Dec,4.2,Aloft Lexington,"Rs13,588","Rs7,087",3 stars
"6 Cambridge Ctr,Boston,MA",3Dec,4.4,Residence Inn by Marriott Boston Cambridge,"Rs25,942","Rs16,840",3 stars
"215 Wood Rd,Boston,MA",3Dec,4.3,Hampton Inn Boston/Braintree,"Rs10,988","Rs8,133",3 stars
"1650 Commonwealth Ave,Boston,MA",3Dec,3.3,Hotel Boston,"Rs8,387","Rs5,871",3 stars
"259 Elm St,Boston,MA",3Dec,4.2,Residence Inn Dedham,"Rs14,889","Rs8,778",3 stars
"407 Squire Rd,Boston,MA",3Dec,3.8,Four Points by Sheraton Boston Logan Airport Revere,"Rs12,938","Rs9,362",3 stars
"24 Irving Street,Boston,MA",3Dec,4.0,Irving House At Harvard,"Rs8,127","Rs8,127",3 stars
"434 Providence Hwy,Boston,MA",3Dec,4.4,Hampton Inn Boston - Norwood,"Rs8,387","Rs6,024",3 stars
"51 Newbury St,Boston,MA",3Dec,4.4,Residence Inn by Marriott Boston North Shore/Danvers,"Rs9,038","Rs8,388",3 stars
"1750 Beacon Street,Boston,MA",3Dec,3.6,Beacon Inn 1750,"Rs10,302","Rs7,101",3 stars
"63 R Boston St,Boston,MA",3Dec,4.2,Courtyard by Marriott Boston-South Boston,"Rs23,340","Rs7,152",3 stars
"727 Marrett Road - B,Boston,MA",3Dec,4.4,Element Lexington,"Rs12,288","Rs9,687",3 stars
"100 Boardman St,Boston,MA",3Dec,4.5,Hilton Garden Inn Boston Logan Airport,"Rs12,938","Rs7,682",3 stars
"80 B Street,Boston,MA",3Dec,4.6,Residence Inn Boston Needham,"Rs11,638","Rs9,038",3 stars
"275 Norwood Park S,Boston,MA",3Dec,4.4,Residence Inn by Marriott Boston Norwood,"Rs10,988","Rs8,388",3 stars
"1 Massachusetts Ave,Boston,MA",3Dec,4.3,Homewood Suites by Hilton Boston/Cambridge-Arlington,"Rs15,539","Rs10,012",3 stars
"54 4th Ave,Boston,MA",3Dec,4.3,HYATT house Boston/Waltham,"Rs14,570","Rs8,719",3 stars
"100 Morris Street,Boston,MA",3Dec,3.9,Quality Inn,"Rs4,889","Rs4,889",3 stars
"180 Forbes Road,Boston,MA",3Dec,4.8,Residence Inn by Marriott Boston Braintree,"Rs8,955","Rs8,955",3 stars
"6 Prentiss St.,Boston,MA",3Dec,4.5,Mary Prentiss Inn,"Rs13,588","Rs11,919",3 stars
"230 Lee Burbank Hwy,Boston,MA",3Dec,4.1,Hampton Inn Boston - Logan Airport,"Rs13,588","Rs7,682",3 stars
"45 Hull Shore Drive,Boston,MA",3Dec,4.3,Nantasket Beach Resort,"Rs4,730","Rs4,730",3 stars
"570 Arsenal Street,Boston,MA",3Dec,4.8,Residence Inn by Marriott Boston Watertown,"Rs16,840","Rs6,892",3 stars
"450 Totten Pond Rd,Boston,MA",3Dec,4.2,Hilton Garden Inn Boston/Waltham,"Rs12,288","Rs11,059",3 stars
"2218 Massachussets Avenue,Boston,MA",3Dec,4.2,A Cambridge House Inn at Porter,"Rs10,337","Rs8,766",3 stars
"23 Cummings St,Boston,MA",3Dec,3.7,La Quinta Inn & Suites Boston-Somerville,"Rs6,826","Rs5,802",3 stars
"240 Mishawum Rd,Boston,MA",3Dec,4.3,Courtyard by Marriott Boston Woburn/Burlington,"Rs16,840","Rs9,882",3 stars
"929 Hingham St,Boston,MA",3Dec,3.9,DoubleTree by Hilton Boston-Rockland,"Rs12,288","Rs11,059",3 stars
"130 Grovers Ave.,Boston,MA",3Dec,4.3,The Winthrop Arms Hotel,"Rs8,972","Rs6,729",3 stars
"275 Independence Way,Boston,MA",3Dec,4.2,Courtyard Boston Danvers,"Rs8,388","Rs7,412",3 stars
"1924 Massachusetts Avenue,Boston,MA",3Dec,4.4,Porter Square Hotel,"Rs7,987","Rs7,986",3 stars
"380 Winter Street,Boston,MA",3Dec,4.1,Best Western TLC Hotel,"Rs11,638","Rs7,087",3 stars
"312 Shirley Street,Boston,MA",3Dec,4.4,Winthrop Beach Inn and Suites,"Rs13,588","Rs6,243",3 stars
"900 William T Morrissey Blvd,Boston,MA",3Dec,3.6,Comfort Inn Boston,"Rs5,471","Rs5,471",3 stars
"240 Mount Vernon Street,Boston,MA",3Dec,4.1,DoubleTree Club by Hilton Boston Bayside,"Rs16,579","Rs7,087",3 stars
"300 Presidential Way,Boston,MA",3Dec,4.5,Residence Inn by Marriott Boston Woburn,"Rs11,897","Rs9,818",3 stars
"350 Main Street,Boston,MA",3Dec,4.7,The Kendall Hotel,"Rs24,056","Rs9,586",3 stars
"111 Boylston Street,Boston,MA",3Dec,4.5,Homewood Suites by Hilton Boston Brookline-Longwood Medical,"Rs23,340","Rs9,304",3 stars
"57 Newbury St,Boston,MA",3Dec,4.3,Homewood Suites by Hilton Boston-Peabody,"Rs8,387","Rs6,671",3 stars
"52 Salisbury St.,Boston,MA",3Dec,4.6,The Beacon Luxury Waterfront Inn,"Rs9,687","Rs7,087",3 stars
"87 Commercial Wharf,Boston,MA",3Dec,4.9,Boston Yacht Haven Inn & Marina,"Rs30,882","Rs14,628",3 stars
"50 Royall St,Boston,MA",3Dec,4.7,"Homewood Suites by Hilton Boston/Canton, MA","Rs10,988","Rs9,687",3 stars
"25 Charles Street,Boston,MA",3Dec,4.3,Beacon Hill Hotel & Bistro,"Rs12,938","Rs12,938",3 stars
"52 4th Ave,Boston,MA",3Dec,2.7,Extended Stay America - Boston - Waltham - 52 4th Ave,"Rs8,539","Rs7,662",2.5 stars
"831 Main St,Boston,MA",3Dec,3.5,Extended Stay America - Boston - Woburn,"Rs6,642","Rs5,959",2.5 stars
"395 Old Post Rd,Boston,MA",3Dec,3.8,Best Western Plus The Inn at Sharon/Foxboro,"Rs5,471","Rs5,471",2.5 stars
"115 Nantasket Ave,Boston,MA",3Dec,4.5,Nantasket Hotel at the Beach,"Rs5,201","Rs4,681",2.5 stars
"44 Commonwealth Avenue,Boston,MA",3Dec,4.5,The College Club of Boston,"Rs12,545","Rs10,614",2.5 stars
"25 Middlesex Turnpike,Boston,MA",3Dec,4.5,Hampton Inn Boston Bedford Burlington,"Rs11,638","Rs10,337",2.5 stars
"59 Newbury St,Boston,MA",3Dec,4.1,Hampton Inn Boston/Peabody,"Rs7,737","Rs5,471",2.5 stars
"50 Dayton St,Boston,MA",3Dec,4.4,Best Western Plus North Shore Hotel,"Rs6,085","Rs6,085",2.5 stars
"449 Page Street,Boston,MA",3Dec,4.6,Hampton Inn & Suites Boston/Stoughton,"Rs6,024","Rs6,024",2.5 stars
"19 Commerce Way,Boston,MA",3Dec,3.5,Red Roof PLUS+ Boston - Woburn,"Rs6,436","Rs5,793",2.5 stars
"32 4th Ave,Boston,MA",3Dec,2.8,Extended Stay America - Boston - Waltham - 32 4th Ave,"Rs8,126","Rs7,314",2.5 stars
"1087 Beacon St,Boston,MA",3Dec,3.5,Beacon Inn 1087,"Rs8,440","Rs7,741",2.5 stars
"235 Elm Street,Boston,MA",3Dec,3.5,Fairfield Inn by Marriott Boston Dedham,"Rs7,998","Rs6,046",2.5 stars
"340 Great Road,Boston,MA",3Dec,3.2,Bedford Plaza Hotel - Boston,"Rs6,272","Rs5,307",2.5 stars
"190 Wood Road,Boston,MA",3Dec,4.1,Beantown Inn,"Rs9,037","Rs8,135",2.5 stars
"26 Chandler St,Boston,MA",3Dec,3.8,Chandler Inn Hotel,"Rs20,090","Rs7,000",2.5 stars
"285 Mishawum Rd,Boston,MA",3Dec,3.9,Fairfield Inn by Marriott Boston Woburn-Burlington,"Rs8,388","Rs5,787",2.5 stars
"800 Morrissey Blvd,Boston,MA",3Dec,3.2,Ramada Inn Boston,"Rs12,938","Rs6,436",2.5 stars
"385 Winter St,Boston,MA",3Dec,4.3,Holiday Inn Express Boston - Waltham,"Rs12,938","Rs6,436",2.5 stars
"850 Hingham St,Boston,MA",3Dec,3.9,Comfort Inn Rockland - Boston,"Rs5,929","Rs5,929",2.5 stars
"220 Huntington Ave,Boston,MA",3Dec,3.6,The Midtown Hotel,"Rs16,839","Rs6,527",2.5 stars
"22 Edgerly Road,Boston,MA",3Dec,4.0,Oasis Guest House,"Rs10,613","Rs6,217",2.5 stars
"440 Bedford St,Boston,MA",3Dec,3.2,Quality Inn & Suites Lexington,"Rs4,915","Rs4,915",2.5 stars
"909 Hingham St,Boston,MA",3Dec,3.9,Best Western Rockland,"Rs6,631","Rs6,631",2.5 stars
