Address,Date,Guest_review,Hotel_name,Max_price,Price,Star_rating
"1800 Soldiers Field Road,Boston,MA",30Nov,3.2,Charles River Motel,"Rs6,263","Rs5,619",2.5 stars
"130 Middlesex Tpke,Boston,MA",30Nov,4.0,Candlewood Suites Boston-Burlington,"Rs6,176","Rs6,176",2.5 stars
"29 Hancock St,Boston,MA",30Nov,3.6,Best Western Adams Inn Quincy-Boston,"Rs12,938","Rs6,236",2.5 stars
"14 Hill St,Boston,MA",30Nov,4.1,Comfort Inn Woburn,"Rs5,471","Rs5,471",2.5 stars
"1 Rainin Road,Boston,MA",30Nov,3.6,Best Western Plus New Englander,"Rs5,471","Rs5,471",2.5 stars
"999 Broadway,Boston,MA",30Nov,3.9,Holiday Inn Express Saugus (Logan Airport),"Rs7,087","Rs5,669",2.5 stars
"78 Charles Street South,Boston,MA",30Nov,3.3,Found Hotel Boston Common,"Rs9,304","Rs9,304",2.5 stars
"39 Court Street,Boston,MA",30Nov,4.1,French Welcome,"Rs5,526","Rs5,526",2.5 stars
"191 Monsignor O'Brien Highway,Boston,MA",30Nov,4.2,Hampton Inn by Hilton Boston/Cambridge,"Rs22,040","Rs9,687",2.5 stars
"62-64 Amory Street,Boston,MA",30Nov,3.4,Amory Guest House,"Rs7,802","Rs5,981",2.5 stars
"235 Wood Rd,Boston,MA",30Nov,4.0,Candlewood Suites Boston-Braintree,"Rs9,101","Rs6,891",2.5 stars
"20 Rockdale St,Boston,MA",30Nov,3.0,Extended Stay America Boston - Braintree,"Rs7,907","Rs7,094",2.5 stars
"56 Berkeley St,Boston,MA",30Nov,4.5,Chandler Studios Boston,"Rs22,040","Rs16,334",2.5 stars
"200 Jubilee Dr,Boston,MA",30Nov,3.1,Extended Stay America - Boston - Peabody,"Rs7,476","Rs6,728",2.5 stars
"81 S Huntington Ave,Boston,MA",30Nov,4.3,"enVision Hotel Boston Longwood, an Ascend Collection Member","Rs18,139","Rs12,288",2.5 stars
"891 Massachusetts Ave,Boston,MA",30Nov,3.6,Best Western Plus Boston Hotel,"Rs19,374","Rs8,234",2.5 stars
"40 South Ave,Boston,MA",30Nov,2.7,Extended Stay America - Boston - Burlington,"Rs6,958","Rs6,243",2.5 stars
"40 Bridge Street,Boston,MA",30Nov,3.7,Clipper Ship Inn,"Rs9,102","Rs7,568",2 stars
"19 Stuart Street,Boston,MA",30Nov,4.4,HI Boston,"Rs11,670","Rs11,670",2 stars
"845 Hancock St,Boston,MA",30Nov,4.2,Howard Johnson Quincy,"Rs8,777","Rs5,803",2 stars
"775 Providence Highway,Boston,MA",30Nov,3.0,Econo Lodge Sharon,"Rs5,526","Rs5,526",2 stars
"30 North Road,Boston,MA",30Nov,3.1,Bedford Motel,"Rs4,982","Rs4,982",2 stars
"110 Mount Auburn Street,Boston,MA",30Nov,3.9,Harvard Square Hotel,"Rs14,442","Rs14,442",2 stars
"219 Newbury Street,Boston,MA",30Nov,3.1,Knights Inn Danvers,"Rs4,811","Rs4,486",2 stars
"150 3rd Ave,Boston,MA",30Nov,3.1,The Constitution Inn,"Rs10,151","Rs6,016",2 stars
"125 Newbury Street,Boston,MA",30Nov,2.6,Plaza Inn,"Rs7,087","Rs4,226",2 stars
"595 North Ave,Boston,MA",30Nov,3.4,Lakeside Inn,"Rs5,702","Rs4,824",2 stars
"309 American Legion Hwy., Route 60 West,Boston,MA",30Nov,3.0,Rodeway Inn Logan International Airport,"Rs5,786","Rs5,786",2 stars
