Address,Date,Guest_review,Hotel_name,Max_price,Price,Star_rating
"161 Devonshire St,Boston,MA",6Dec,4.1,Club Quarters Hotel in Boston,"Rs13,985","Rs13,985",4 stars
"One Avenue De Lafayette,Boston,MA",6Dec,4.4,Hyatt Regency Boston,"Rs37,644","Rs16,189",4 stars
"120 Huntington Avenue,Boston,MA",6Dec,4.4,The Colonnade Hotel Back Bay,"Rs25,941","Rs19,456",4 stars
"180 Brookline Avenue,Boston,MA",6Dec,3.9,Global Luxury Suites at Fenway Park South,"Rs11,323","Rs10,160",4 stars
"One Hotel Drive,Boston,MA",6Dec,4.1,Hilton Boston Logan Airport,"Rs15,279","Rs15,279",4 stars
"9 Miner Street,Boston,MA",6Dec,4.1,Evolve Fenway Diamond,"Rs22,690","Rs19,287",4 stars
"47 Huntington Ave,Boston,MA",6Dec,4.2,Copley Square Hotel,"Rs29,192","Rs21,894",4 stars
"575 Memorial Drive,Boston,MA",6Dec,4.0,"Hyatt Regency Cambridge, Overlooking Boston","Rs23,340","Rs12,165",4 stars
"200 Stuart St,Boston,MA",6Dec,4.4,Revere Hotel Boston Common,"Rs23,401","Rs23,401",4 stars
"101 Harborside Drive,Boston,MA",6Dec,4.4,Hyatt Regency Boston Harbor,"Rs19,439","Rs19,439",4 stars
"155 Portland St,Boston,MA",6Dec,4.4,Kimpton Onyx Hotel,"Rs14,511","Rs14,510",4 stars
"35 South Huntington Avenue,Boston,MA",6Dec,3.5,Global Luxury Suites at Mission Hill,"Rs11,323","Rs10,160",4 stars
"101 Canal Street,Boston,MA",6Dec,4.8,Canal Street Apartments by Stay Alfred,"Rs8,907","Rs8,907",4 stars
"296 State St,Boston,MA",6Dec,4.4,Boston Marriott Long Wharf,"Rs27,892","Rs20,935",4 stars
"107 Merrimac St,Boston,MA",6Dec,4.4,The Boxer,"Rs18,139","Rs15,962",4 stars
"50 Lewis Street,Boston,MA",6Dec,3.5,Evolve East Boston,"Rs15,539","Rs13,208",4 stars
"90 Tremont St,Boston,MA",6Dec,4.6,Kimpton Nine Zero Hotel,"Rs29,842","Rs26,591",4 stars
"Two Cambridge Center, 50 Broadway,Boston,MA",6Dec,4.3,Boston Marriott Cambridge,"Rs33,093","Rs21,389",4 stars
"220 Alewife Brook Parkway,Boston,MA",6Dec,4.3,Freepoint,"Rs13,221","Rs11,862",4 stars
"60 School St,Boston,MA",6Dec,4.2,Boston Omni Parker House Hotel,"Rs10,988","Rs10,988",4 stars
"350 Third Street,Boston,MA",6Dec,3.8,Global Luxury Suites at Kendall West,"Rs14,486","Rs12,998",4 stars
"660 Washington St,Boston,MA",6Dec,3.8,Washington St Apartment by Stay Alfred,"Rs10,077","Rs10,077",4 stars
"505 Washington Street,Boston,MA",6Dec,4.6,The Godfrey Hotel Boston,"Rs23,932","Rs23,930",4 stars
"25 Edwin H. Land Blvd,Boston,MA",6Dec,4.6,Kimpton Marlowe Hotel,"Rs21,273","Rs21,271",4 stars
"2027 Massachusetts Ave,Boston,MA",6Dec,4.8,"The Inn at Hastings Park, Relais & Châteaux","Rs23,730","Rs18,604",4 stars
"20 Sidney Street,Boston,MA",6Dec,4.3,Le Meridien Cambridge-MIT,"Rs25,941","Rs23,340",4 stars
"198 West Brookline Street,Boston,MA",6Dec,5.0,Clarendon Square Bed & Breakfast,"Rs19,179","Rs12,223",4 stars
"85 Seaport Boulevard,Boston,MA",6Dec,4.2,Apartments in Watermark Seaport by LYX,"Rs15,072","Rs15,072",3.5 stars
"15 Middlesex Canal Park,Boston,MA",6Dec,4.3,Crowne Plaza Boston - Woburn,"Rs10,467","Rs10,467",3.5 stars
"550 Winter Street,Boston,MA",6Dec,4.6,Embassy Suites Boston Waltham,"Rs12,938","Rs12,938",3.5 stars
"21 Monument Street,Boston,MA",6Dec,4.8,North Bridge Inn,"Rs13,003","Rs11,036",3.5 stars
"5 Blossom Street,Boston,MA",6Dec,3.9,Wyndham Boston Beacon Hill,"Rs18,789","Rs14,238",3.5 stars
"32 Garrison Street,Boston,MA",6Dec,4.2,Garrison Street Apartment by Stay  Alfred,"Rs16,644","Rs8,907",3.5 stars
"399 Grove St,Boston,MA",6Dec,4.1,Hotel Indigo Boston - Newton Riverside,"Rs12,288","Rs12,288",3.5 stars
"207 Porter St,Boston,MA",6Dec,4.2,Embassy Suites Boston Logan Airport,"Rs12,938","Rs11,056",3.5 stars
"821 Washington Street,Boston,MA",6Dec,4.2,DoubleTree by Hilton Boston - Downtown,"Rs19,439","Rs17,489",3.5 stars
"400 Soldiers Field Road,Boston,MA",6Dec,4.4,DoubleTree Suites by Hilton Hotel Boston - Cambridge,"Rs19,439","Rs14,238",3.5 stars
"7 Summer St,Boston,MA",6Dec,4.1,The Salem Inn,"Rs10,467","Rs10,467",3.5 stars
"2 Forbes Rd,Boston,MA",6Dec,4.1,Hilton Boston/Woburn,"Rs11,391","Rs11,391",3.5 stars
"342 Longwood Ave,Boston,MA",6Dec,3.9,The Inn at Longwood Medical,"Rs13,588","Rs12,288",3.5 stars
"225 Derby St,Boston,MA",6Dec,4.3,Salem Waterfront Hotel & Suites,"Rs8,135","Rs8,135",3.5 stars
"10 Acorn Park Drive,Boston,MA",6Dec,4.5,AC Hotel by Marriott Boston Cambridge,"Rs17,490","Rs12,613",3.5 stars
"100 Cabot St,Boston,MA",6Dec,4.0,Sheraton Needham Hotel,"Rs14,238","Rs12,938",3.5 stars
"65 Seaport Blvd,Boston,MA",6Dec,4.2,YOTEL Boston,"Rs12,288","Rs12,288",3.5 stars
"238 Andover St,Boston,MA",6Dec,4.3,TownePlace Suites by Marriott Boston North Shore/Danvers,"Rs7,087","Rs6,437",3.5 stars
"18 Washington Square W,Boston,MA",6Dec,4.4,Hawthorne Hotel,"Rs8,477","Rs7,606",3.5 stars
"25 Allied Drive,Boston,MA",6Dec,4.0,Hilton Boston/Dedham,"Rs12,938","Rs12,938",3.5 stars
"50 Forbes Road,Boston,MA",6Dec,4.2,Hyatt Place Boston/Braintree,"Rs13,588","Rs9,510",3.5 stars
"1 Remington St,Boston,MA",6Dec,4.5,Hotel Veritas,"Rs18,338","Rs14,581",3.5 stars
"50 Ferncroft Rd,Boston,MA",6Dec,3.7,DoubleTree by Hilton Boston North Shore,"Rs10,988","Rs10,337",3.5 stars
"1 Audubon Road,Boston,MA",6Dec,3.9,Four Points by Sheraton Wakefield Boston Htl&Conference Cntr,"Rs9,037","Rs9,037",3.5 stars
"95 Station Landing,Boston,MA",6Dec,4.7,AC Hotel by Marriott Boston North,"Rs17,490","Rs13,589",3.5 stars
"1125 Boston Providence Turnpike,Boston,MA",6Dec,4.4,Four Points By Sheraton Norwood,"Rs10,988","Rs10,337",3.5 stars
"777 Memorial Dr,Boston,MA",6Dec,4.0,Courtyard by Marriott Boston-Cambridge,"Rs18,140","Rs14,239",3.5 stars
"264 Pleasant Street,Boston,MA",6Dec,4.8,The Marblehead Inn,"Rs15,929","Rs13,003",3.5 stars
"1271 Boylston St,Boston,MA",6Dec,4.5,The Verb Hotel,"Rs24,966","Rs15,214",3.5 stars
"8A Centennial Drive,Boston,MA",6Dec,4.2,Boston Marriott Peabody,"Rs10,338","Rs9,688",3.5 stars
"660 Washington St.,Boston,MA",6Dec,3.8,Global Luxury Suites at China Town,"Rs15,393","Rs13,811",3.5 stars
"241 Hanover Street,Boston,MA",6Dec,4.3,Bricco Suites,"Rs16,494","Rs13,588",3.5 stars
"1000 Marriot Dr,Boston,MA",6Dec,4.2,Boston Marriott Quincy,"Rs13,783","Rs13,783",3.5 stars
"320 Washington Street,Boston,MA",6Dec,3.7,Crowne Plaza Boston - Newton,"Rs10,988","Rs9,557",3.5 stars
"2345 Commonwealth Avenue,Boston,MA",6Dec,4.0,Boston Marriott Newton,"Rs16,124","Rs13,705",3.5 stars
"1834 Revere Beach Pkwy,Boston,MA",6Dec,4.5,"enVision Hotel Boston - Everett, an Ascend Collection Member","Rs7,129","Rs7,129",3.5 stars
"350 Third Street,Boston,MA",6Dec,3.5,Apartments in Watermark Kendall by LYX,"Rs16,189","Rs14,442",3.5 stars
"275 Tremont St,Boston,MA",6Dec,4.0,Courtyard by Marriott Boston Downtown,"Rs27,892","Rs22,691",3.5 stars
"88 Exeter St,Boston,MA",6Dec,4.2,Courtyard by Marriott Boston Copley Square,"Rs28,542","Rs23,991",3 stars
"315 Mishawum Rd,Boston,MA",6Dec,4.1,Holiday Inn Express Boston North-Woburn,"Rs9,687","Rs9,687",3 stars
"48 Monument Square,Boston,MA",6Dec,4.2,Concord's Colonial Inn,"Rs16,839","Rs10,027",3 stars
"295 Hale Street,Boston,MA",6Dec,4.0,The Wylie Inn and Conference Center at Endicott College,"Rs9,455","Rs7,517",3 stars
"655 Boylston St,Boston,MA",6Dec,4.2,Charlesmark Hotel,"Rs13,473","Rs10,027",3 stars
"85 American Legion Hwy,Boston,MA",6Dec,4.3,Comfort Inn & Suites Logan International Airport,"Rs7,129","Rs7,129",3 stars
"11 Old Concord Rd,Boston,MA",6Dec,4.5,Sonesta ES Suites Burlington Boston,"Rs14,238","Rs14,238",3 stars
"300 River Ridge Dr,Boston,MA",6Dec,4.2,Courtyard by Marriott Boston Norwood/Canton,"Rs10,662","Rs8,712",3 stars
"200 Technology Center Dr,Boston,MA",6Dec,4.3,Courtyard by Marriott Boston Stoughton,"Rs10,338","Rs10,338",3 stars
"1200 Beacon St,Boston,MA",6Dec,3.3,Holiday Inn Boston-Brookline,"Rs26,591","Rs6,762",3 stars
"239 W Newton St,Boston,MA",6Dec,3.7,Copley House,"Rs11,053","Rs6,827",3 stars
"280 Friend Street,Boston,MA",6Dec,3.9,Holiday Inn Express Hotel & Suites Boston Garden,"Rs23,991","Rs17,944",3 stars
"125 Brookline Ave,Boston,MA",6Dec,4.6,Residence Inn by Marriott Boston Back Bay/Fenway,"Rs14,303","Rs11,443",3 stars
"270 Concord Rd,Boston,MA",6Dec,4.2,Courtyard by Marriott Boston Billerica/Bedford,"Rs14,239","Rs14,239",3 stars
"645 Beacon St,Boston,MA",6Dec,3.9,Boston Hotel Buckminster,"Rs10,337","Rs9,304",3 stars
"185 State St,Boston,MA",6Dec,4.2,Harborside Inn Of Boston,"Rs14,320","Rs10,658",3 stars
"287 Crescent Street,Boston,MA",6Dec,4.5,Crescent Suites Hotel,"Rs13,328","Rs12,298",3 stars
"140 Clarendon St,Boston,MA",6Dec,3.9,Hotel 140,"Rs23,991","Rs9,397",3 stars
"55 Ariadne Rd,Boston,MA",6Dec,3.7,Holiday Inn Boston - Dedham Hotel & Conference Center,"Rs7,737","Rs7,282",3 stars
"1374 N Main Street,Boston,MA",6Dec,3.7,Comfort Inn Randolph-Boston,"Rs6,963","Rs6,963",3 stars
"1 Newbury St,Boston,MA",6Dec,3.7,Holiday Inn Hotel & Suites Boston - Peabody,"Rs7,087","Rs5,786",3 stars
"30 Washington Street,Boston,MA",6Dec,4.2,Holiday Inn Boston Bunker Hill Area,"Rs8,777","Rs7,460",3 stars
"30 Eastern Avenue,Boston,MA",6Dec,4.6,TownePlace Suites Boston Logan Airport/Chelsea,"Rs11,963","Rs8,062",3 stars
"2 Van De Graaff Dr,Boston,MA",6Dec,4.6,HYATT house Boston/Burlington,"Rs16,615","Rs15,379",3 stars
"43 Newbury St./Route 1 North,Boston,MA",6Dec,4.5,SpringHill Suites by Marriott Boston Peabody,"Rs8,388","Rs7,672",3 stars
"261 Newbury St,Boston,MA",6Dec,4.5,Newbury Guest House,"Rs15,539","Rs12,550",3 stars
"64 University Avenue,Boston,MA",6Dec,4.8,Courtyard by Marriott Boston Dedham/Westwood,"Rs9,362","Rs9,362",3 stars
"50 Amory Street (unit 2),Boston,MA",6Dec,3.9,Chez Pat in Cambridge,"Rs10,406","Rs10,406",3 stars
"225 William F. McClellan Highway,Boston,MA",6Dec,4.0,Courtyard by Marriott Boston Logan Airport,"Rs15,539","Rs8,778",3 stars
"400 District Avenue,Boston,MA",6Dec,5.0,Residence Inn by Marriott Boston Burlington,"Rs13,589","Rs13,589",3 stars
"225 Norwood Park S,Boston,MA",6Dec,4.5,Holiday Inn Express & Suites Norwood-Boston Area,"Rs9,362","Rs9,362",3 stars
"5 Wheeler Rd,Boston,MA",6Dec,4.3,Hilton Garden Inn Boston/Burlington,"Rs14,888","Rs14,888",3 stars
"387 Winter St,Boston,MA",6Dec,4.4,Courtyard by Marriott Boston Waltham,"Rs17,490","Rs13,783",3 stars
"145 Beech St,Boston,MA",6Dec,4.6,Homewood Suites by Hilton Boston Logan Airport Chelsea,"Rs8,234","Rs8,234",3 stars
"40 Webster St,Boston,MA",6Dec,4.0,Courtyard by Marriott Boston Brookline,"Rs14,563","Rs14,562",3 stars
"215 Monsignor O'Brien Highway,Boston,MA",6Dec,4.5,Fairfield Inn & Suites Boston Cambridge,"Rs14,563","Rs13,589",3 stars
"116 Riverside Ave,Boston,MA",6Dec,4.1,Hyatt Place Boston/Medford,"Rs16,189","Rs9,203",3 stars
"201 Everett Ave,Boston,MA",6Dec,3.6,Doubletree By Hilton Boston Logan Airport Chelsea,"Rs12,288","Rs10,337",3 stars
"700 Unicorn Park Dr,Boston,MA",6Dec,4.4,Courtyard by Marriott Woburn/Boston North,"Rs10,467","Rs10,205",3 stars
"200 Maple St,Boston,MA",6Dec,4.6,Residence Inn Boston Logan Airport/Chelsea,"Rs18,140","Rs8,388",3 stars
"100 Sargent Street,Boston,MA",6Dec,4.1,Château sur Mer Bed & Breakfast,"Rs7,477","Rs6,827",3 stars
"35 Middlesex Turnpike,Boston,MA",6Dec,4.4,Homewood Suites by Hilton Boston/Billerica,"Rs10,445","Rs10,445",3 stars
"811 Massachusetts Ave,Boston,MA",6Dec,4.0,Hampton Inn & Suites Boston Crosstown Center,"Rs16,839","Rs9,687",3 stars
"34-44 Charles River Ave,Boston,MA",6Dec,4.4,Residence Inn by Marriott Boston Harbor on Tudor Wharf,"Rs24,641","Rs24,641",3 stars
"370 Congress St,Boston,MA",6Dec,4.6,Residence Inn by Marriott Boston Downtown/Seaport,"Rs33,093","Rs33,093",3 stars
"148 Washington Street,Boston,MA",6Dec,4.9,The Merchant,"Rs11,638","Rs11,638",3 stars
"727 Marrett Road - A,Boston,MA",6Dec,4.2,Aloft Lexington,"Rs13,588","Rs12,938",3 stars
"6 Cambridge Ctr,Boston,MA",6Dec,4.4,Residence Inn by Marriott Boston Cambridge,"Rs25,942","Rs20,089",3 stars
"215 Wood Rd,Boston,MA",6Dec,4.3,Hampton Inn Boston/Braintree,"Rs10,988","Rs9,889",3 stars
"1650 Commonwealth Ave,Boston,MA",6Dec,3.3,Hotel Boston,"Rs8,387","Rs5,871",3 stars
"259 Elm St,Boston,MA",6Dec,4.2,Residence Inn Dedham,"Rs14,889","Rs11,053",3 stars
"407 Squire Rd,Boston,MA",6Dec,3.8,Four Points by Sheraton Boston Logan Airport Revere,"Rs12,938","Rs10,662",3 stars
"434 Providence Hwy,Boston,MA",6Dec,4.4,Hampton Inn Boston - Norwood,"Rs9,339","Rs9,339",3 stars
"51 Newbury St,Boston,MA",6Dec,4.4,Residence Inn by Marriott Boston North Shore/Danvers,"Rs9,038","Rs9,038",3 stars
"1750 Beacon Street,Boston,MA",6Dec,3.6,Beacon Inn 1750,"Rs10,302","Rs7,101",3 stars
"63 R Boston St,Boston,MA",6Dec,4.2,Courtyard by Marriott Boston-South Boston,"Rs23,340","Rs12,288",3 stars
"727 Marrett Road - B,Boston,MA",6Dec,4.4,Element Lexington,"Rs12,288","Rs11,638",3 stars
"100 Boardman St,Boston,MA",6Dec,4.5,Hilton Garden Inn Boston Logan Airport,"Rs12,938","Rs8,787",3 stars
"80 B Street,Boston,MA",6Dec,4.6,Residence Inn Boston Needham,"Rs12,939","Rs12,939",3 stars
"275 Norwood Park S,Boston,MA",6Dec,4.4,Residence Inn by Marriott Boston Norwood,"Rs10,988","Rs10,988",3 stars
"1 Massachusetts Ave,Boston,MA",6Dec,4.3,Homewood Suites by Hilton Boston/Cambridge-Arlington,"Rs15,539","Rs9,037",3 stars
"54 4th Ave,Boston,MA",6Dec,4.3,HYATT house Boston/Waltham,"Rs14,570","Rs13,400",3 stars
"100 Morris Street,Boston,MA",6Dec,3.9,Quality Inn,"Rs5,149","Rs5,149",3 stars
"180 Forbes Road,Boston,MA",6Dec,4.8,Residence Inn by Marriott Boston Braintree,"Rs11,352","Rs11,352",3 stars
"6 Prentiss St.,Boston,MA",6Dec,4.5,Mary Prentiss Inn,"Rs13,588","Rs11,919",3 stars
"230 Lee Burbank Hwy,Boston,MA",6Dec,4.1,Hampton Inn Boston - Logan Airport,"Rs13,588","Rs7,682",3 stars
"45 Hull Shore Drive,Boston,MA",6Dec,4.3,Nantasket Beach Resort,"Rs4,730","Rs4,730",3 stars
"570 Arsenal Street,Boston,MA",6Dec,4.8,Residence Inn by Marriott Boston Watertown,"Rs16,840","Rs11,118",3 stars
"450 Totten Pond Rd,Boston,MA",6Dec,4.2,Hilton Garden Inn Boston/Waltham,"Rs13,588","Rs13,588",3 stars
"2218 Massachussets Avenue,Boston,MA",6Dec,4.2,A Cambridge House Inn at Porter,"Rs10,337","Rs8,766",3 stars
"23 Cummings St,Boston,MA",6Dec,3.7,La Quinta Inn & Suites Boston-Somerville,"Rs7,087","Rs6,024",3 stars
"240 Mishawum Rd,Boston,MA",6Dec,4.3,Courtyard by Marriott Boston Woburn/Burlington,"Rs16,840","Rs12,419",3 stars
"929 Hingham St,Boston,MA",6Dec,3.9,DoubleTree by Hilton Boston-Rockland,"Rs12,288","Rs11,059",3 stars
"130 Grovers Ave.,Boston,MA",6Dec,4.3,The Winthrop Arms Hotel,"Rs8,972","Rs6,729",3 stars
"275 Independence Way,Boston,MA",6Dec,4.2,Courtyard Boston Danvers,"Rs8,712","Rs8,712",3 stars
"1924 Massachusetts Avenue,Boston,MA",6Dec,4.4,Porter Square Hotel,"Rs9,595","Rs9,594",3 stars
"380 Winter Street,Boston,MA",6Dec,4.1,Best Western TLC Hotel,"Rs12,938","Rs12,938",3 stars
"312 Shirley Street,Boston,MA",6Dec,4.4,Winthrop Beach Inn and Suites,"Rs13,588","Rs6,243",3 stars
"900 William T Morrissey Blvd,Boston,MA",6Dec,3.6,Comfort Inn Boston,"Rs5,471","Rs5,471",3 stars
"240 Mount Vernon Street,Boston,MA",6Dec,4.1,DoubleTree Club by Hilton Boston Bayside,"Rs16,579","Rs9,037",3 stars
"300 Presidential Way,Boston,MA",6Dec,4.5,Residence Inn by Marriott Boston Woburn,"Rs14,499","Rs14,499",3 stars
"350 Main Street,Boston,MA",6Dec,4.7,The Kendall Hotel,"Rs24,056","Rs18,163",3 stars
"111 Boylston Street,Boston,MA",6Dec,4.5,Homewood Suites by Hilton Boston Brookline-Longwood Medical,"Rs23,340","Rs10,474",3 stars
"57 Newbury St,Boston,MA",6Dec,4.3,Homewood Suites by Hilton Boston-Peabody,"Rs8,712","Rs8,712",3 stars
"52 Salisbury St.,Boston,MA",6Dec,4.6,The Beacon Luxury Waterfront Inn,"Rs9,687","Rs7,087",3 stars
"87 Commercial Wharf,Boston,MA",6Dec,4.9,Boston Yacht Haven Inn & Marina,"Rs30,882","Rs14,628",3 stars
"50 Royall St,Boston,MA",6Dec,4.7,"Homewood Suites by Hilton Boston/Canton, MA","Rs10,988","Rs10,988",3 stars
"25 Charles Street,Boston,MA",6Dec,4.3,Beacon Hill Hotel & Bistro,"Rs12,938","Rs12,938",3 stars
"52 4th Ave,Boston,MA",6Dec,2.7,Extended Stay America - Boston - Waltham - 52 4th Ave,"Rs8,539","Rs7,662",2.5 stars
"831 Main St,Boston,MA",6Dec,3.5,Extended Stay America - Boston - Woburn,"Rs6,642","Rs5,959",2.5 stars
"395 Old Post Rd,Boston,MA",6Dec,3.8,Best Western Plus The Inn at Sharon/Foxboro,"Rs6,024","Rs6,024",2.5 stars
"115 Nantasket Ave,Boston,MA",6Dec,4.5,Nantasket Hotel at the Beach,"Rs5,201","Rs4,681",2.5 stars
"44 Commonwealth Avenue,Boston,MA",6Dec,4.5,The College Club of Boston,"Rs12,545","Rs10,614",2.5 stars
"25 Middlesex Turnpike,Boston,MA",6Dec,4.5,Hampton Inn Boston Bedford Burlington,"Rs12,288","Rs12,288",2.5 stars
"59 Newbury St,Boston,MA",6Dec,4.1,Hampton Inn Boston/Peabody,"Rs7,737","Rs6,378",2.5 stars
"50 Dayton St,Boston,MA",6Dec,4.4,Best Western Plus North Shore Hotel,"Rs6,085","Rs6,085",2.5 stars
"449 Page Street,Boston,MA",6Dec,4.6,Hampton Inn & Suites Boston/Stoughton,"Rs7,129","Rs7,129",2.5 stars
"19 Commerce Way,Boston,MA",6Dec,3.5,Red Roof PLUS+ Boston - Woburn,"Rs6,827","Rs6,144",2.5 stars
"32 4th Ave,Boston,MA",6Dec,2.8,Extended Stay America - Boston - Waltham - 32 4th Ave,"Rs8,126","Rs7,314",2.5 stars
"17-19 Littell Road,Boston,MA",6Dec,4.1,Coolidge Corner Guest House,"Rs10,337","Rs7,505",2.5 stars
"1087 Beacon St,Boston,MA",6Dec,3.5,Beacon Inn 1087,"Rs8,440","Rs7,741",2.5 stars
"235 Elm Street,Boston,MA",6Dec,3.5,Fairfield Inn by Marriott Boston Dedham,"Rs7,998","Rs7,998",2.5 stars
"340 Great Road,Boston,MA",6Dec,3.2,Bedford Plaza Hotel - Boston,"Rs6,272","Rs5,307",2.5 stars
"190 Wood Road,Boston,MA",6Dec,4.1,Beantown Inn,"Rs9,037","Rs8,135",2.5 stars
"26 Chandler St,Boston,MA",6Dec,3.8,Chandler Inn Hotel,"Rs20,090","Rs8,766",2.5 stars
"285 Mishawum Rd,Boston,MA",6Dec,3.9,Fairfield Inn by Marriott Boston Woburn-Burlington,"Rs8,388","Rs8,388",2.5 stars
"800 Morrissey Blvd,Boston,MA",6Dec,3.2,Ramada Inn Boston,"Rs12,938","Rs7,087",2.5 stars
"385 Winter St,Boston,MA",6Dec,4.3,Holiday Inn Express Boston - Waltham,"Rs12,938","Rs11,703",2.5 stars
"850 Hingham St,Boston,MA",6Dec,3.9,Comfort Inn Rockland - Boston,"Rs5,929","Rs5,929",2.5 stars
"220 Huntington Ave,Boston,MA",6Dec,3.6,The Midtown Hotel,"Rs16,839","Rs10,160",2.5 stars
"22 Edgerly Road,Boston,MA",6Dec,4.0,Oasis Guest House,"Rs10,613","Rs6,217",2.5 stars
"440 Bedford St,Boston,MA",6Dec,3.2,Quality Inn & Suites Lexington,"Rs5,500","Rs5,500",2.5 stars
"909 Hingham St,Boston,MA",6Dec,3.9,Best Western Rockland,"Rs6,686","Rs6,686",2.5 stars
"250 Monsignor O'Brien Hwy,Boston,MA",6Dec,4.2,Holiday Inn Express Hotel and Suites Cambridge,"Rs16,644","Rs11,118",2.5 stars
"920 Broadway,Boston,MA",6Dec,3.8,Red Roof PLUS+ Boston - Logan,"Rs6,827","Rs6,144",2.5 stars
"69 Boston St,Boston,MA",6Dec,4.1,Holiday Inn Express Boston,"Rs22,690","Rs7,867",2.5 stars
"319 Speen St,Boston,MA",6Dec,4.2,Hampton Inn Boston Natick,"Rs11,638","Rs9,304",2.5 stars
"1800 Soldiers Field Road,Boston,MA",6Dec,3.2,Charles River Motel,"Rs6,263","Rs5,619",2.5 stars
"130 Middlesex Tpke,Boston,MA",6Dec,4.0,Candlewood Suites Boston-Burlington,"Rs6,176","Rs6,176",2.5 stars
"29 Hancock St,Boston,MA",6Dec,3.6,Best Western Adams Inn Quincy-Boston,"Rs12,938","Rs6,236",2.5 stars
"14 Hill St,Boston,MA",6Dec,4.1,Comfort Inn Woburn,"Rs5,471","Rs5,471",2.5 stars
"1 Rainin Road,Boston,MA",6Dec,3.6,Best Western Plus New Englander,"Rs5,471","Rs5,471",2.5 stars
"999 Broadway,Boston,MA",6Dec,3.9,Holiday Inn Express Saugus (Logan Airport),"Rs7,412","Rs5,929",2.5 stars
"78 Charles Street South,Boston,MA",6Dec,3.3,Found Hotel Boston Common,"Rs8,719","Rs8,719",2.5 stars
"191 Monsignor O'Brien Highway,Boston,MA",6Dec,4.2,Hampton Inn by Hilton Boston/Cambridge,"Rs22,040","Rs14,144",2.5 stars
"62-64 Amory Street,Boston,MA",6Dec,3.4,Amory Guest House,"Rs7,802","Rs6,306",2.5 stars
"235 Wood Rd,Boston,MA",6Dec,4.0,Candlewood Suites Boston-Braintree,"Rs9,101","Rs7,281",2.5 stars
"20 Rockdale St,Boston,MA",6Dec,3.0,Extended Stay America Boston - Braintree,"Rs7,274","Rs6,527",2.5 stars
"56 Berkeley St,Boston,MA",6Dec,4.5,Chandler Studios Boston,"Rs22,040","Rs11,289",2.5 stars
"200 Jubilee Dr,Boston,MA",6Dec,3.1,Extended Stay America - Boston - Peabody,"Rs7,476","Rs6,728",2.5 stars
